,fuel,Pc,eps,Cstar,MR,PcOvPe,subar,Tc,Tt,Te,Isp,gamma
51,C2H5OH,17.0,1.000987676008575,1523.5245690591912,7.0,1.678183613030602,2,3071.9321330443545,2898.8321387597152,2887.903870939805,191.76366062982765,1.1421208882062255
52,C2H5OH,17.0,1.001019285681131,1517.120519695668,7.25,1.678183613030602,3,3060.664390794262,2885.769848382518,2874.5270529647782,190.98980292252622,1.1437202414866687
53,C2H5OH,17.0,1.001019285681131,1517.120519695668,7.25,1.678183613030602,2,3060.664390794262,2885.769848382518,2874.5270529647782,190.98980292252622,1.1437202414866687
54,C2H5OH,17.0,1.001053348522029,1510.834489492507,7.5,1.678183613030602,3,3049.0425925908585,2872.2560587701537,2860.6742158238317,190.23267852760682,1.1454215395669942
55,C2H5OH,17.0,1.001053348522029,1510.834489492507,7.5,1.678183613030602,2,3049.0425925908585,2872.2560587701537,2860.6742158238317,190.23267852760682,1.1454215395669942
56,C2H5OH,17.0,1.0010895388133554,1504.6734945590701,7.75,1.678183613030602,3,3037.1683474200186,2858.419148830856,2846.4744967713564,189.49279400918564,1.1472054124112006
57,C2H5OH,17.0,1.0010895388133554,1504.6734945590701,7.75,1.678183613030602,2,3037.1683474200186,2858.419148830856,2846.4744967713564,189.49279400918564,1.1472054124112006
58,C2H5OH,17.5,1.0000072437103864,1099.2187468577854,0.75,1.7275419545903257,3,1087.1819183330863,1032.4114977274212,1032.099132545437,138.2417249470752,1.1368652944361346
59,C2H5OH,17.5,1.0000072437103864,1099.2187468577854,0.75,1.7275419545903257,2,1087.1819183330863,1032.4114977274212,1032.099132545437,138.2417249470752,1.1368652944361346
60,C2H5OH,17.5,1.0000260353707258,1139.8658179183694,1.0,1.7275419545903257,3,1141.872750138121,1081.4214185401859,1080.7694511166706,143.50405545566588,1.1447109873932537
61,C2H5OH,17.5,1.0000260353707258,1139.8658179183694,1.0,1.7275419545903257,2,1141.872750138121,1081.4214185401859,1080.7694511166706,143.50405545566588,1.1447109873932537
62,C2H5OH,17.5,1.0000577381239468,1170.4662685192675,1.25,1.7275419545903257,3,1199.5249015282193,1124.2881264415353,1123.2073882870013,147.7308736319652,1.1559670858883166
63,C2H5OH,17.5,1.0000577381239468,1170.4662685192675,1.25,1.7275419545903257,2,1199.5249015282193,1124.2881264415353,1123.2073882870013,147.7308736319652,1.1559670858883166
