fuel,Pc,eps,Cstar,MR,PcOvPe,subar,Tc,Tt,Te,Isp,gamma
methane,36.5,1.2494935015470678,1690.8270047295782,7.5,3.6031589338598216,3,3291.871286032641,3063.154388500896,2765.608775462025,229.15218112998625,1.1929959660372604
methane,36.5,1.2494935015470678,1690.8270047295782,7.5,3.6031589338598216,2,3291.871286032641,3063.154388500896,2765.608775462025,229.15218112998625,1.1929959660372604
propane,36.5,1.2530113679970358,1636.5705561598145,7.25,3.6031589338598216,3,3289.4754252381963,3070.148018211981,2783.2783137644537,221.8965047244701,1.1858833938995854
propane,36.5,1.2530113679970358,1636.5705561598145,7.25,3.6031589338598216,2,3289.4754252381963,3070.148018211981,2783.2783137644537,221.8965047244701,1.1858833938995854
propane,36.5,1.2485994462411998,1636.134025623766,7.0,3.6031589338598216,3,3268.712071100314,3040.283019885441,2741.7152946519227,221.69700768119972,1.1956323659869978
propane,36.5,1.2485994462411998,1636.134025623766,7.0,3.6031589338598216,2,3268.712071100314,3040.283019885441,2741.7152946519227,221.69700768119972,1.1956323659869978
methane,36.5,1.2459663189108636,1691.185933722588,7.25,3.6031589338598216,3,3268.225600352176,3031.629338384477,2725.5766598096943,229.0989702519426,1.200587278092898
methane,36.5,1.2459663189108636,1691.185933722588,7.25,3.6031589338598216,2,3268.225600352176,3031.629338384477,2725.5766598096943,229.0989702519426,1.200587278092898
propane,36.5,1.244100071201684,1634.4343025845308,6.75,3.6031589338598216,3,3242.1175360711545,3003.544180333757,2694.068840218285,221.34148476740413,1.205226754704133
propane,36.5,1.244100071201684,1634.4343025845308,6.75,3.6031589338598216,2,3242.1175360711545,3003.544180333757,2694.068840218285,221.34148476740413,1.205226754704133
methane,36.5,1.2424524117649802,1690.724610654493,7.0,3.6031589338598216,3,3239.954685866936,2995.1370212247,2681.4547658246315,228.9467382094604,1.2080376956157084
methane,36.5,1.2424524117649802,1690.724610654493,7.0,3.6031589338598216,2,3239.954685866936,2995.1370212247,2681.4547658246315,228.9467382094604,1.2080376956157084
propane,36.5,1.2396961726989335,1631.3880300182286,6.5,3.6031589338598216,3,3208.9318916648035,2959.6133759234426,2640.817222214027,220.82424641794964,1.2143756445230955
propane,36.5,1.2396961726989335,1631.3880300182286,6.5,3.6031589338598216,2,3208.9318916648035,2959.6133759234426,2640.817222214027,220.82424641794964,1.2143756445230955
methane,36.5,1.239003214522933,1689.4132599963314,6.75,3.6031589338598216,3,3206.7010865474267,2953.582412553868,2633.437900130738,228.68990509419763,1.215291053195333
methane,36.5,1.239003214522933,1689.4132599963314,6.75,3.6031589338598216,2,3206.7010865474267,2953.582412553868,2633.437900130738,228.68990509419763,1.215291053195333
C2H5OH,36.5,1.2704966982891917,1579.072780617565,5.25,3.6031589338598216,3,3191.401048840094,3010.667876315594,2783.021694468234,214.69389174645252,1.144887536216001
C2H5OH,36.5,1.2704966982891917,1579.072780617565,5.25,3.6031589338598216,2,3191.401048840094,3010.667876315594,2783.021694468234,214.69389174645252,1.144887536216001
C2H5OH,36.5,1.2715259227415217,1573.211984317006,5.5,3.6031589338598216,3,3190.146762473054,3011.005380391586,2786.7017537654483,213.93519075501356,1.1422817381758248
C2H5OH,36.5,1.2715259227415217,1573.211984317006,5.5,3.6031589338598216,2,3190.146762473054,3011.005380391586,2786.7017537654483,213.93519075501356,1.1422817381758248
C2H5OH,36.5,1.268112547047436,1583.955734653437,5.0,3.6031589338598216,3,3187.814227164936,3003.594335124543,2768.5903108166094,215.26276498959336,1.1509664649142808
C2H5OH,36.5,1.268112547047436,1583.955734653437,5.0,3.6031589338598216,2,3187.814227164936,3003.594335124543,2768.5903108166094,215.26276498959336,1.1509664649142808
C2H5OH,36.5,1.2716740920665084,1566.773088110045,5.75,3.6031589338598216,3,3185.385382916189,3006.574075018376,2782.927074575218,213.06540364248968,1.1418934801698877
C2H5OH,36.5,1.2716740920665084,1566.773088110045,5.75,3.6031589338598216,2,3185.385382916189,3006.574075018376,2782.927074575218,213.06540364248968,1.1418934801698877
C2H5OH,36.5,1.271263832728529,1560.0150383633995,6.0,3.6031589338598216,3,3178.0645946676245,2998.741498841397,2774.079130767588,212.1311580179483,1.1428623695680864
C2H5OH,36.5,1.271263832728529,1560.0150383633995,6.0,3.6031589338598216,2,3178.0645946676245,2998.741498841397,2774.079130767588,212.1311580179483,1.1428623695680864
C2H5OH,36.5,1.263849792613256,1587.2663398687464,4.75,3.6031589338598216,3,3177.513653017769,2987.029112300584,2739.297837867271,215.544750181202,1.161709517778719
C2H5OH,36.5,1.263849792613256,1587.2663398687464,4.75,3.6031589338598216,2,3177.513653017769,2987.029112300584,2739.297837867271,215.544750181202,1.161709517778719
C2H5OH,36.5,1.270496227094025,1553.1037995614847,6.25,3.6031589338598216,3,3168.862784826466,2988.4589402862243,2761.72436343256,211.1654132561008,1.144669746039467
C2H5OH,36.5,1.270496227094025,1553.1037995614847,6.25,3.6031589338598216,2,3168.862784826466,2988.4589402862243,2761.72436343256,211.1654132561008,1.144669746039467
propane,36.5,1.2355051304210922,1626.9538367911675,6.25,3.6031589338598216,3,3168.480024615,2908.400342728332,2582.280512040833,220.1466454502109,1.222979497244843
propane,36.5,1.2355051304210922,1626.9538367911675,6.25,3.6031589338598216,2,3168.480024615,2908.400342728332,2582.280512040833,220.1466454502109,1.222979497244843
methane,36.5,1.2356452105324232,1687.224968180648,6.5,3.6031589338598216,3,3168.144087260428,2906.911066299024,2581.541533529293,228.32955464962305,1.2223472650198703
methane,36.5,1.2356452105324232,1687.224968180648,6.5,3.6031589338598216,2,3168.144087260428,2906.911066299024,2581.541533529293,228.32955464962305,1.2223472650198703
C2H5OH,36.5,1.2694953598694545,1546.145918091297,6.5,3.6031589338598216,3,3158.2718669086644,2976.396917162064,2746.979384247367,210.183253405254,1.147007386715718
C2H5OH,36.5,1.2694953598694545,1546.145918091297,6.5,3.6031589338598216,2,3158.2718669086644,2976.396917162064,2746.979384247367,210.183253405254,1.147007386715718
C2H5OH,36.5,1.257552535969516,1588.1984379408443,4.5,3.6031589338598216,3,3157.932765329704,2957.4159090827234,2691.756578396821,215.4358936023955,1.1767879633967089
C2H5OH,36.5,1.257552535969516,1588.1984379408443,4.5,3.6031589338598216,2,3157.932765329704,2957.4159090827234,2691.756578396821,215.4358936023955,1.1767879633967089
C2H5OH,36.5,1.268339405865222,1539.2102356966254,6.75,3.6031589338598216,3,3146.6536864750005,2963.033059460425,2730.5544897070704,209.199514310616,1.149687844952173
C2H5OH,36.5,1.268339405865222,1539.2102356966254,6.75,3.6031589338598216,2,3146.6536864750005,2963.033059460425,2730.5544897070704,209.199514310616,1.149687844952173
C2H5OH,36.5,1.2670799060471454,1532.3412310194417,7.0,3.6031589338598216,3,3134.2785664267776,2948.730809655393,2712.967822931072,208.2222737601055,1.1525910310963066
C2H5OH,36.5,1.2670799060471454,1532.3412310194417,7.0,3.6031589338598216,2,3134.2785664267776,2948.730809655393,2712.967822931072,208.2222737601055,1.1525910310963066
C2H5OH,36.5,1.2499430332137855,1585.8555974441613,4.25,3.6031589338598216,3,3125.766049856982,2910.942995967919,2625.3954191397097,214.868903476304,1.1934658112507683
C2H5OH,36.5,1.2499430332137855,1585.8555974441613,4.25,3.6031589338598216,2,3125.766049856982,2910.942995967919,2625.3954191397097,214.868903476304,1.1934658112507683
methane,36.5,1.2323853436247696,1684.1263501363353,6.25,3.6031589338598216,3,3123.9953430431265,2855.077874781944,2525.8285378894684,227.85799623591203,1.2292266984519755
methane,36.5,1.2323853436247696,1684.1263501363353,6.25,3.6031589338598216,2,3123.9953430431265,2855.077874781944,2525.8285378894684,227.85799623591203,1.2292266984519755
C2H5OH,36.5,1.2657522985315313,1525.567737487634,7.25,3.6031589338598216,3,3121.35132110258,2933.741947135372,2694.595352337165,207.25673814557135,1.155635604216986
C2H5OH,36.5,1.2657522985315313,1525.567737487634,7.25,3.6031589338598216,2,3121.35132110258,2933.741947135372,2694.595352337165,207.25673814557135,1.155635604216986
propane,36.5,1.231572714332712,1621.1109178420718,6.0,3.6031589338598216,3,3120.214481764015,2849.9646776483687,2518.7493025372214,219.3020609622767,1.2310598910814932
propane,36.5,1.231572714332712,1621.1109178420718,6.0,3.6031589338598216,2,3120.214481764015,2849.9646776483687,2518.7493025372214,219.3020609622767,1.2310598910814932
C2H5OH,36.5,1.2643820769535157,1518.9082898914676,7.5,3.6031589338598216,3,3108.0290634363096,2918.269915167114,2675.714744890973,206.30642503027656,1.158763582292331
C2H5OH,36.5,1.2643820769535157,1518.9082898914676,7.5,3.6031589338598216,2,3108.0290634363096,2918.269915167114,2675.714744890973,206.30642503027656,1.158763582292331
C2H5OH,36.5,1.2629883466823566,1512.374554515274,7.75,3.6031589338598216,3,3094.4340163685742,2902.4689435072046,2656.537272989546,205.3735526706571,1.1619317727600735
C2H5OH,36.5,1.2629883466823566,1512.374554515274,7.75,3.6031589338598216,2,3094.4340163685742,2902.4689435072046,2656.537272989546,205.3735526706571,1.1619317727600735
C2H5OH,36.5,1.24234514916294,1579.5696874767568,4.0,3.6031589338598216,3,3077.2584910464134,2844.933368755026,2542.5694356849926,213.82965956733227,1.2087264242712794
C2H5OH,36.5,1.24234514916294,1579.5696874767568,4.0,3.6031589338598216,2,3077.2584910464134,2844.933368755026,2542.5694356849926,213.82965956733227,1.2087264242712794
methane,36.5,1.2292184096209204,1680.0685770360622,6.0,3.6031589338598216,3,3073.985618267399,2798.019215657663,2466.2708129962216,227.26716588759385,1.2359643371277331
methane,36.5,1.2292184096209204,1680.0685770360622,6.0,3.6031589338598216,2,3073.985618267399,2798.019215657663,2466.2708129962216,227.26716588759385,1.2359643371277331
propane,36.5,1.2278917004111485,1613.8294989512108,5.75,3.6031589338598216,3,3063.7226041691306,2784.4128704821314,2450.345379723154,218.2816355916297,1.238707258009168
propane,36.5,1.2278917004111485,1613.8294989512108,5.75,3.6031589338598216,2,3063.7226041691306,2784.4128704821314,2450.345379723154,218.2816355916297,1.238707258009168
methane,36.5,1.2261330942306554,1674.9809973340975,5.75,3.6031589338598216,3,3017.845226598314,2735.634158900296,2402.7867199730445,226.54615390626824,1.2425954240007888
methane,36.5,1.2261330942306554,1674.9809973340975,5.75,3.6031589338598216,2,3017.845226598314,2735.634158900296,2402.7867199730445,226.54615390626824,1.2425954240007888
C2H5OH,36.5,1.2357098462546712,1569.1685424229713,3.75,3.6031589338598216,3,3008.9964110227984,2758.963436755201,2446.338285040718,212.32330145927372,1.2214791420492908
C2H5OH,36.5,1.2357098462546712,1569.1685424229713,3.75,3.6031589338598216,2,3008.9964110227984,2758.963436755201,2446.338285040718,212.32330145927372,1.2214791420492908
propane,36.5,1.2244262970251625,1605.044671306356,5.5,3.6031589338598216,3,2998.6920497428705,2711.80852079389,2377.054427207025,217.07156710678336,1.2460295560782977
propane,36.5,1.2244262970251625,1605.044671306356,5.5,3.6031589338598216,2,2998.6920497428705,2711.80852079389,2377.054427207025,217.07156710678336,1.2460295560782977
methane,36.5,1.223118165857451,1668.7657262711891,5.5,3.6031589338598216,3,2955.282368355324,2667.7746621560013,2335.2516378525784,225.68073037813204,1.2491540709022635
methane,36.5,1.223118165857451,1668.7657262711891,5.5,3.6031589338598216,2,2955.282368355324,2667.7746621560013,2335.2516378525784,225.68073037813204,1.2491540709022635
propane,36.5,1.2211331460573045,1594.6398065139745,5.25,3.6031589338598216,3,2924.8476955796477,2632.11943701065,2298.749483789141,215.652230750341,1.2531332593420768
propane,36.5,1.2211331460573045,1594.6398065139745,5.25,3.6031589338598216,2,2924.8476955796477,2632.11943701065,2298.749483789141,215.652230750341,1.2531332593420768
C2H5OH,36.5,1.230219032915408,1554.802847086383,3.5,3.6031589338598216,3,2918.83946530684,2654.3705631712514,2338.496522770392,210.3528854654221,1.2321065484861018
C2H5OH,36.5,1.230219032915408,1554.802847086383,3.5,3.6031589338598216,2,2918.83946530684,2654.3705631712514,2338.496522770392,210.3528854654221,1.2321065484861018
methane,36.5,1.2201638924825002,1661.294221629318,5.25,3.6031589338598216,3,2885.963115470885,2594.244608195189,2263.500762017011,224.65289863290133,1.2556698904183372
methane,36.5,1.2201638924825002,1661.294221629318,5.25,3.6031589338598216,2,2885.963115470885,2594.244608195189,2263.500762017011,224.65289863290133,1.2556698904183372
propane,36.5,1.217970624726986,1582.4379564983117,5.0,3.6031589338598216,3,2841.883242191801,2545.200278499732,2215.212653059143,213.9969713417974,1.2601124347200736
propane,36.5,1.217970624726986,1582.4379564983117,5.0,3.6031589338598216,2,2841.883242191801,2545.200278499732,2215.212653059143,213.9969713417974,1.2601124347200736
methane,36.5,1.217262866006249,1652.4032876771553,5.0,3.6031589338598216,3,2809.497743270918,2514.8030806528127,2187.3354673195586,223.4400682067786,1.2621731186070908
methane,36.5,1.217262866006249,1652.4032876771553,5.0,3.6031589338598216,2,2809.497743270918,2514.8030806528127,2187.3354673195586,223.4400682067786,1.2621731186070908
C2H5OH,36.5,1.2256243608623256,1536.501938080555,3.25,3.6031589338598216,3,2806.1337088445666,2532.6724355204774,2219.670703947628,207.8830345217686,1.2413392492428146
C2H5OH,36.5,1.2256243608623256,1536.501938080555,3.25,3.6031589338598216,2,2806.1337088445666,2532.6724355204774,2219.670703947628,207.8830345217686,1.2413392492428146
propane,36.5,1.2149029207501774,1568.194544753079,4.75,3.6031589338598216,3,2749.408729635397,2450.795754768163,2126.1492046098697,212.0708636309128,1.2670591323637437
propane,36.5,1.2149029207501774,1568.194544753079,4.75,3.6031589338598216,2,2749.408729635397,2450.795754768163,2126.1492046098697,212.0708636309128,1.2670591323637437
methane,36.5,1.2144074575523605,1641.8907835587463,4.75,3.6031589338598216,3,2725.4346829293527,2429.170752731018,2106.522011987268,222.01414642472852,1.268702265098724
methane,36.5,1.2144074575523605,1641.8907835587463,4.75,3.6031589338598216,2,2725.4346829293527,2429.170752731018,2106.522011987268,222.01414642472852,1.268702265098724
C2H5OH,36.5,1.221608149085377,1513.907821552317,3.0,3.6031589338598216,3,2670.9777473302333,2394.5963304668826,2089.5338709182447,204.84083134600888,1.2498175821897588
C2H5OH,36.5,1.221608149085377,1513.907821552317,3.0,3.6031589338598216,2,2670.9777473302333,2394.5963304668826,2089.5338709182447,204.84083134600888,1.2498175821897588
propane,36.5,1.2118941645063883,1551.589843177502,4.5,3.6031589338598216,3,2646.924125153552,2348.552220887961,2031.1866799284437,209.82890638151508,1.2740742337866484
propane,36.5,1.2118941645063883,1551.589843177502,4.5,3.6031589338598216,2,2646.924125153552,2348.552220887961,2031.1866799284437,209.82890638151508,1.2740742337866484
methane,36.5,1.2115856304204775,1629.5069717064086,4.5,3.6031589338598216,3,2633.2626999246795,2337.0326890249594,2020.7832155223496,220.34020234880123,1.2753105566815848
methane,36.5,1.2115856304204775,1629.5069717064086,4.5,3.6031589338598216,2,2633.2626999246795,2337.0326890249594,2020.7832155223496,220.34020234880123,1.2753105566815848
propane,36.5,1.2089020716592478,1532.2096988043652,4.25,3.6031589338598216,3,2533.815460916388,2238.020726200737,1929.8681062941375,207.21298901231495,1.2812892698172895
propane,36.5,1.2089020716592478,1532.2096988043652,4.25,3.6031589338598216,2,2533.815460916388,2238.020726200737,1929.8681062941375,207.21298901231495,1.2812892698172895
methane,36.5,1.2087767007493948,1614.9403712800222,4.25,3.6031589338598216,3,2532.419806052771,2238.0352337533477,1929.795288379249,218.37411301791792,1.2820817899781078
methane,36.5,1.2087767007493948,1614.9403712800222,4.25,3.6031589338598216,2,2532.419806052771,2238.0352337533477,1929.795288379249,218.37411301791792,1.2820817899781078
C2H5OH,36.5,1.2179075174701577,1486.2071576940948,2.75,3.6031589338598216,3,2513.31412692411,2239.939761264123,1947.1453629632836,201.10482025753385,1.258038057742894
C2H5OH,36.5,1.2179075174701577,1486.2071576940948,2.75,3.6031589338598216,2,2513.31412692411,2239.939761264123,1947.1453629632836,201.10482025753385,1.258038057742894
methane,36.5,1.2059441190704971,1597.7954631744076,4.0,3.6031589338598216,3,2422.305791766866,2131.773809374953,1833.1657866354767,216.05981270226616,1.289137318728188
methane,36.5,1.2059441190704971,1597.7954631744076,4.0,3.6031589338598216,2,2422.305791766866,2131.773809374953,1833.1657866354767,216.05981270226616,1.289137318728188
propane,36.5,1.2058655382716497,1509.5148304948175,4.0,3.6031589338598216,3,2409.3651705932966,2118.655413820115,1821.6298322883545,204.1473425337361,1.288891267888973
propane,36.5,1.2058655382716497,1509.5148304948175,4.0,3.6031589338598216,2,2409.3651705932966,2118.655413820115,1821.6298322883545,204.1473425337361,1.288891267888973
C2H5OH,36.5,1.214311433623528,1452.063951243204,2.5,3.6031589338598216,3,2332.443548043843,2067.6487128193144,1791.0827377005185,196.48960102995272,1.2663953695562953
C2H5OH,36.5,1.214311433623528,1452.063951243204,2.5,3.6031589338598216,2,2332.443548043843,2067.6487128193144,1791.0827377005185,196.48960102995272,1.2663953695562953
methane,36.5,1.2030328966326171,1577.5556580181171,3.75,3.6031589338598216,3,2302.287644739643,2017.7789702266475,1730.425001177381,213.3247419081521,1.296642034271328
methane,36.5,1.2030328966326171,1577.5556580181171,3.75,3.6031589338598216,2,2302.287644739643,2017.7789702266475,1730.425001177381,213.3247419081521,1.296642034271328
propane,36.5,1.2026954958834004,1482.784442185625,3.75,3.6031589338598216,3,2272.7563064462383,1989.738568182545,1705.7793113694977,200.53137999667436,1.297144740389118
propane,36.5,1.2026954958834004,1482.784442185625,3.75,3.6031589338598216,2,2272.7563064462383,1989.738568182545,1705.7793113694977,200.53137999667436,1.297144740389118
methane,36.5,1.1999832691935397,1553.531841509096,3.5,3.6031589338598216,3,2171.6913848456807,1895.454549888881,1621.073133381341,210.07414860536767,1.3047028094318196
methane,36.5,1.1999832691935397,1553.531841509096,3.5,3.6031589338598216,2,2171.6913848456807,1895.454549888881,1621.073133381341,210.07414860536767,1.3047028094318196
C2H5OH,36.5,1.2106498007129451,1409.4215374539615,2.25,3.6031589338598216,3,2126.850907686108,1875.924198455936,1619.4613082848723,190.7172760088464,1.275169118194432
C2H5OH,36.5,1.2106498007129451,1409.4215374539615,2.25,3.6031589338598216,2,2126.850907686108,1875.924198455936,1619.4613082848723,190.7172760088464,1.275169118194432
propane,36.5,1.1993021230638148,1451.033444080719,3.5,3.6031589338598216,3,2123.0549249016103,1850.420159033506,1581.5900099137143,196.23109926816645,1.3061818973336952
propane,36.5,1.1993021230638148,1451.033444080719,3.5,3.6031589338598216,2,2123.0549249016103,1850.420159033506,1581.5900099137143,196.23109926816645,1.3061818973336952
methane,36.5,1.1969741229206703,1524.8203420811126,3.25,3.6031589338598216,3,2029.8068332819437,1764.2650341710537,1505.2651129539267,206.1975357173779,1.311924592094916
methane,36.5,1.1969741229206703,1524.8203420811126,3.25,3.6031589338598216,2,2029.8068332819437,1764.2650341710537,1505.2651129539267,206.1975357173779,1.311924592094916
propane,36.5,1.196572557279225,1413.0239230076563,3.25,3.6031589338598216,3,1959.3127636242837,1700.2352555692382,1450.9706555949165,191.12259894567825,1.3103261963201702
propane,36.5,1.196572557279225,1413.0239230076563,3.25,3.6031589338598216,2,1959.3127636242837,1700.2352555692382,1450.9706555949165,191.12259894567825,1.3103261963201702
C2H5OH,36.5,1.2069453188417285,1355.106781099513,2.0,3.6031589338598216,3,1893.996253285717,1662.1566740808005,1430.239099222439,183.36983341422408,1.283728311206347
C2H5OH,36.5,1.2069453188417285,1355.106781099513,2.0,3.6031589338598216,2,1893.996253285717,1662.1566740808005,1430.239099222439,183.36983341422408,1.283728311206347
methane,36.5,1.197767139748575,1490.884077518004,3.0,3.6031589338598216,3,1876.4528422484927,1626.040725973687,1392.3623930532417,201.79136740785435,1.2994632798403447
methane,36.5,1.197767139748575,1490.884077518004,3.0,3.6031589338598216,2,1876.4528422484927,1626.040725973687,1392.3623930532417,201.79136740785435,1.2994632798403447
propane,36.5,1.205291879397454,1373.7405038499471,3.0,3.6031589338598216,3,1791.6861530894034,1562.6232059209135,1353.4391963700186,186.16481235937536,1.276583595020265
propane,36.5,1.205291879397454,1373.7405038499471,3.0,3.6031589338598216,2,1791.6861530894034,1562.6232059209135,1353.4391963700186,186.16481235937536,1.276583595020265
methane,36.5,1.209857690997378,1461.4069046664683,2.75,3.6031589338598216,3,1730.75300508807,1515.456326015571,1322.366310925619,198.2129772213735,1.262733893441118
methane,36.5,1.209857690997378,1461.4069046664683,2.75,3.6031589338598216,2,1730.75300508807,1515.456326015571,1322.366310925619,198.2129772213735,1.262733893441118
propane,36.5,1.214445260966279,1351.7867375376495,2.75,3.6031589338598216,3,1703.807183123327,1498.1796757670686,1311.17799562745,183.3806384340924,1.2480808157930308
propane,36.5,1.214445260966279,1351.7867375376495,2.75,3.6031589338598216,2,1703.807183123327,1498.1796757670686,1311.17799562745,183.3806384340924,1.2480808157930308
methane,36.5,1.217607665386619,1446.23542274212,2.5,3.6031589338598216,3,1655.2732809576692,1460.573706714145,1285.3592421504718,196.3034678590252,1.2406744390377489
methane,36.5,1.217607665386619,1446.23542274212,2.5,3.6031589338598216,2,1655.2732809576692,1460.573706714145,1285.3592421504718,196.3034678590252,1.2406744390377489
C2H5OH,36.5,1.210614135944888,1285.13763139585,1.75,3.6031589338598216,3,1630.5764415163826,1426.3139260493515,1236.4464705605135,174.20496645200947,1.2580649104606056
C2H5OH,36.5,1.210614135944888,1285.13763139585,1.75,3.6031589338598216,2,1630.5764415163826,1426.3139260493515,1236.4464705605135,174.20496645200947,1.2580649104606056
propane,36.5,1.2234952105282753,1329.4710810789302,2.5,3.6031589338598216,3,1619.5452863904757,1436.0692662087768,1270.6002003181416,180.56017003825588,1.2264364966063848
propane,36.5,1.2234952105282753,1329.4710810789302,2.5,3.6031589338598216,2,1619.5452863904757,1436.0692662087768,1270.6002003181416,180.56017003825588,1.2264364966063848
methane,36.5,1.2254701712474918,1432.505954364863,2.25,3.6031589338598216,3,1582.1216084393586,1408.2044128611142,1251.0054908001491,194.591060544976,1.2230616011126454
methane,36.5,1.2254701712474918,1432.505954364863,2.25,3.6031589338598216,2,1582.1216084393586,1408.2044128611142,1251.0054908001491,194.591060544976,1.2230616011126454
propane,36.5,1.2331159072748217,1307.0143798499118,2.25,3.6031589338598216,3,1535.5566115207023,1376.887690936226,1232.1756002387212,177.65951588168218,1.2063679121174984
propane,36.5,1.2331159072748217,1307.0143798499118,2.25,3.6031589338598216,2,1535.5566115207023,1376.887690936226,1232.1756002387212,177.65951588168218,1.2063679121174984
methane,36.5,1.233324809311152,1419.4390140845337,2.0,3.6031589338598216,3,1510.8825269810131,1358.4795916956375,1217.9571714494532,192.9156565723069,1.2070786766088897
methane,36.5,1.233324809311152,1419.4390140845337,2.0,3.6031589338598216,2,1510.8825269810131,1358.4795916956375,1217.9571714494532,192.9156565723069,1.2070786766088897
propane,36.5,1.2423226255065205,1284.4409666240963,2.0,3.6031589338598216,3,1455.7921031424844,1321.881237087563,1195.5371958971905,174.6664706557832,1.188959582666799
propane,36.5,1.2423226255065205,1284.4409666240963,2.0,3.6031589338598216,2,1455.7921031424844,1321.881237087563,1195.5371958971905,174.6664706557832,1.188959582666799
methane,36.5,1.2406723072236665,1406.9929395394872,1.75,3.6031589338598216,3,1443.7774269071188,1311.712685769607,1185.8050240439943,191.2736411167349,1.193157528170501
methane,36.5,1.2406723072236665,1406.9929395394872,1.75,3.6031589338598216,2,1443.7774269071188,1311.712685769607,1185.8050240439943,191.2736411167349,1.193157528170501
propane,36.5,1.250492760977292,1261.158621179037,1.75,3.6031589338598216,3,1383.232619352314,1271.0264300031736,1159.7912703223392,171.5298573881192,1.1744474911717142
propane,36.5,1.250492760977292,1261.158621179037,1.75,3.6031589338598216,2,1383.232619352314,1271.0264300031736,1159.7912703223392,171.5298573881192,1.1744474911717142
methane,36.5,1.2472215077614193,1394.8398883180128,1.5,3.6031589338598216,3,1381.9004405108958,1267.493994450724,1153.824826147531,189.64225464399448,1.1813832080395712
methane,36.5,1.2472215077614193,1394.8398883180128,1.5,3.6031589338598216,2,1381.9004405108958,1267.493994450724,1153.824826147531,189.64225464399448,1.1813832080395712
C2H5OH,36.5,1.242953677611584,1222.9448348671615,1.5,3.6031589338598216,3,1372.1615468248456,1246.6221816958289,1131.8875171874165,166.37619171437305,1.1885221021835282
C2H5OH,36.5,1.242953677611584,1222.9448348671615,1.5,3.6031589338598216,2,1372.1615468248456,1246.6221816958289,1131.8875171874165,166.37619171437305,1.1885221021835282
methane,36.5,1.2528499687017718,1382.4062858814607,1.25,3.6031589338598216,3,1324.7329846900589,1224.741251399485,1121.0405625904325,187.95817094812816,1.1717073449251898
methane,36.5,1.2528499687017718,1382.4062858814607,1.25,3.6031589338598216,2,1324.7329846900589,1224.741251399485,1121.0405625904325,187.95817094812816,1.1717073449251898
propane,36.5,1.2574356197898395,1236.0559769295976,1.5,3.6031589338598216,3,1318.028634794499,1223.0081813838574,1123.654289970486,168.1282849621402,1.1626394442120829
propane,36.5,1.2574356197898395,1236.0559769295976,1.5,3.6031589338598216,2,1318.028634794499,1223.0081813838574,1123.654289970486,168.1282849621402,1.1626394442120829
methane,36.5,1.2574978585685808,1368.8109186618983,1.0,3.6031589338598216,3,1270.3631633419704,1181.7588142106604,1086.0809964648352,186.10709861025143,1.164099760170438
methane,36.5,1.2574978585685808,1368.8109186618983,1.0,3.6031589338598216,2,1270.3631633419704,1181.7588142106604,1086.0809964648352,186.10709861025143,1.164099760170438
propane,36.5,1.2631587005986136,1207.4988534770025,1.25,3.6031589338598216,3,1257.5740731864107,1175.4713906753627,1085.2813427956244,164.25175879015563,1.153300721730481
propane,36.5,1.2631587005986136,1207.4988534770025,1.25,3.6031589338598216,2,1257.5740731864107,1175.4713906753627,1085.2813427956244,164.25175879015563,1.153300721730481
C2H5OH,36.5,1.2677186210120526,1182.5397477830277,1.25,3.6031589338598216,3,1251.499127481153,1169.50061396803,1087.3330017496023,161.2569274052268,1.1465607936968336
C2H5OH,36.5,1.2677186210120526,1182.5397477830277,1.25,3.6031589338598216,2,1251.499127481153,1169.50061396803,1087.3330017496023,161.2569274052268,1.1465607936968336
methane,36.5,1.2610898746586312,1352.620257294763,0.75,3.6031589338598216,3,1215.7804659307897,1136.109770895137,1046.9459342324485,183.8928450915019,1.1586048404175449
methane,36.5,1.2610898746586312,1352.620257294763,0.75,3.6031589338598216,2,1215.7804659307897,1136.109770895137,1046.9459342324485,183.8928450915019,1.1586048404175449
propane,36.5,1.267628860148944,1172.9547361645584,1.0,3.6031589338598216,3,1197.4400833300865,1124.9601186083871,1041.855074576603,159.5534161699342,1.1464255886085375
propane,36.5,1.267628860148944,1172.9547361645584,1.0,3.6031589338598216,2,1197.4400833300865,1124.9601186083871,1041.855074576603,159.5534161699342,1.1464255886085375
C2H5OH,36.5,1.271108955706183,1151.6389829594757,1.0,3.6031589338598216,3,1190.2099277174602,1124.8514319193237,1049.1617473243464,156.7265637048477,1.1394837870756154
C2H5OH,36.5,1.271108955706183,1151.6389829594757,1.0,3.6031589338598216,2,1190.2099277174602,1124.8514319193237,1049.1617473243464,156.7265637048477,1.1394837870756154
C2H5OH,36.5,1.274354603229248,1109.5147891631857,0.75,3.6031589338598216,3,1132.1902835307196,1073.120890736559,1002.1620951757992,150.98898524874,1.1348862788424514
C2H5OH,36.5,1.274354603229248,1109.5147891631857,0.75,3.6031589338598216,2,1132.1902835307196,1073.120890736559,1002.1620951757992,150.98898524874,1.1348862788424514
propane,36.5,1.2706768991854365,1128.0961325998064,0.75,3.6031589338598216,3,1131.136584203212,1066.003140351143,988.6569382524224,153.4361529847149,1.142223067515873
propane,36.5,1.2706768991854365,1128.0961325998064,0.75,3.6031589338598216,2,1131.136584203212,1066.003140351143,988.6569382524224,153.4361529847149,1.142223067515873
